Announcement Date,Parent Company,Company,Facility Name,Phase,City,State,Manufacturing Focus,Component Category,EV/Battery Production,Announcement Effective Year,Existing Union?,Announced EV Investment,Announced EV Jobs,Congressional District,30D Eligible (Defunct),Federal Funding Received,Federal Program,Source
11/11/22,JB Poindexter & Co,EAVX,JB Poindexter & Co,Original,Ypsilanti,MI,Medium-Duty (Class 3-6),Vehicle Assembly,Operational,,No Evidence,"$3,790,000",75,MI06,No Evidence,$0,None,https://annarborusa.org/news/michigan-wins-projects-over-other-states-and-countries-building-on-strong-economic-momentum/
11/10/22,Lyten,Lyten,Silicon Valley Campus,Original,San Jose,CA,Minerals,Graphite,Operational,2022,No Evidence,,200,CA17,No Evidence,$0,None,https://lyten.com/battery-tech-company-opens-san-jose-manufacturing-site-adds-jobs/
11/10/22,Nanotech Energy,Nanotech Energy,Chico 2,Original,Chico,CA,Batteries,Cells,Operational,2024,No Evidence,,65,,No Evidence,$0,None,https://www.prnewswire.com/news-releases/next-generation-battery-creator-nanotech-energy-breaks-ground-on-a-first-factory-to-open-2023-301674519.html
11/9/22,Canoo,Canoo,Oklahoma City Assembly Facility,Original,Oklahoma City,OK,Light-Duty (Class 1-2),Vehicle Assembly,Canceled,2023,No Evidence,,500,OK05,No Evidence,$0,None,https://www.prnewswire.com/news-releases/canoo-secures-oklahoma-city-manufacturing-facility-301792877.html
11/3/22,Anovion Technologies,Anovion Technologies,Niagara Falls Facility,Expansion 1,Sanborn,NY,Minerals,Graphite,Under Construction,2030,No Evidence,"$294,000,000",300,NY26,No Evidence,$0,Battery Materials Processing and Battery Manufacturing Recycling Grants,https://pv-magazine-usa.com/2022/11/03/american-battery-factory-and-anovion-form-alliance-for-supply-of-synthetic-graphite/
11/2/22,Canoo,Canoo,EV Battery Module Manufacturing Facility,Original,Pryor,OK,Batteries,Modules,Canceled,,No Evidence,,,OK02,No Evidence,$0,None,https://www.prnewswire.com/news-releases/canoo-announces-ev-battery-module-manufacturing-facility-in-oklahoma-301665749.html
11/1/22,Solvay,Syensqo,Augusta PVDF Manufacturing Facility,Original,Augusta,GA,Batteries,Separators,Under Construction,2026,No Evidence,"$178,218,568",50,GA12,No Evidence,"$89,109,284",Battery Materials Processing and Battery Manufacturing Recycling Grants,https://www.energy.gov/sites/default/files/2022-11/DOE%20BIL%20Battery%20FOA-2678%20Selectee%20Fact%20Sheets.pdf
10/27/22,Hyundai Motor Group,Hyundai Mobis,Montgomery EV Battery Manufacturing Facility,Original,Montgomery,AL,Batteries,Modules,Planned,2024,No Evidence,"$205,000,000",400,AL07,No Evidence,$0,None,https://governor.alabama.gov/newsroom/2022/10/governor-ivey-announces-hyundai-mobis-plans-ev-battery-module-plant-in-montgomery-creating-400-jobs/
10/27/22,Lear Corporation,Lear Corporation,Independence Township EV Component Factory,Original,Independence Township,MI,Parts,Battery Disconnect Units; Other Electrification Components,Canceled,2024,No Evidence,"$80,000,000",167,MI09,No Evidence,$0,None,https://eu.freep.com/story/money/business/michigan/2022/10/27/auto-supplier-michigan-manufacturing-plant-evs-gm/69596955007/
10/27/22,Lilac Solutions,Lilac Solutions,Lilac Solutions Lithium Manufacturing,Original,Fernley,NV,Minerals,Lithium,Planned,,No Evidence,"$179,322,049",74,NV02,No Evidence,$0,None,https://goed.nv.gov/lilac-solutions-selected-by-u-s-department-of-energy-for-50-million-grant-award/
10/26/22,Albemarle,Albemarle,Albemarle Mega-Flex Facility (King's Mine),Original,Kings Mountain,NC,Minerals,Lithium,Planned,,No Evidence,"$375,600,000",,NC10,No Evidence,"$149,658,312",Battery Materials Processing and Battery Manufacturing Recycling Grants,https://charlotteregion.com/news/2022/10/26/investor-news/albemarle-piedmont-lithium-land-291m-in-department-of-energy-grants-to-assist-in-developing-plants/
10/26/22,Bosch,Bosch,Charleston Facility,Original,Charleston,SC,Parts,EV Motors,Operational,2022,No Evidence,"$260,000,000",350,SC06,No Evidence,$0,None,https://cleantechnica.com/2022/10/26/bosch-set-to-invest-260-million-create-350-jobs-in-sc/
10/25/22,Magna International,Magna International,Magna Electric Vehicle Structures,Expansion 1,St. Clair,MI,Batteries,Battery Enclosures,Under Construction,2023,No Evidence,"$426,000,000",920,MI09,No Evidence,$0,None,https://www.magna.com/stories/news-press-release/2022/magna-expands-in-three-location-across-michigan
10/25/22,Magna International,Magna International,Shelby Township Powertrain Facility,Original,Shelby Township,MI,Batteries,Battery Enclosures,Planned,2023,No Evidence,,,MI10,No Evidence,$0,None,https://www.magna.com/stories/news-press-release/2022/magna-expands-in-three-location-across-michigan
10/20/22,Amprius,Amprius,Amprius Lab,Original,Fremont,CA,Batteries,Anodes,Operational,2023,No Evidence,,50,CA17,No Evidence,$0,None,https://ir.amprius.com/news-events/press-releases/detail/26/amprius-technologies-receives-delivery-of-its-first
10/20/22,EC Power,EC Power,EC Power,Original,State College,PA,Batteries,Cells,Operational,,No Evidence,,12,PA15,No Evidence,$0,None,https://ecpowergroup.com/technology/
10/20/22,GEM,GEM Yield,ELMS Mishawaka Plant,Original,Mishawaka,IN,Light-Duty (Class 1-2),Vehicle Assembly,Planned,2023,No Evidence,"$240,000,000",,IN02,No Evidence,$0,None,https://www.electrive.com/2022/10/20/mullen-takes-over-electric-last-mile-solutions/
10/20/22,Israel Corporation,ICL Group,LFP Cathode Powder Factory,Original,St Louis,MO,Minerals,Cathode Materials,Canceled,2026,No Evidence,"$429,600,700",150,MO01,No Evidence,,Battery Materials Processing and Battery Manufacturing Recycling Grants,https://www.stltoday.com/business/local/new-400m-plant-to-support-ev-battery-production-slated-for-st-louis-carondelet-area/article_4ba9788f-fc20-54e3-8a30-576aca84d6b6.html
10/20/22,Sila Nanotechnologies,Sila Nanotechnologies,Moses Lake Facility,Original,"Moses Lake, WA",WA,Batteries,Anodes,Operational,2025,No Evidence,"$400,000,000",225,WA04,No Evidence,"$100,000,000",Battery Materials Processing and Battery Manufacturing Recycling Grants,https://www.spokesman.com/stories/2022/oct/20/hundreds-of-jobs-are-coming-to-moses-lake-after-tw/
10/20/22,Syrah,Syrah,Vidalia Graphite Processing Facility,Expansion 2,Vidalia,LA,Minerals,Anode Materials,Under Construction,2025,No Evidence,"$444,816,850",120,LA05,No Evidence,"$384,419,793","Battery Materials Processing and Battery Manufacturing Recycling Grants, Qualifying Advanced Energy Project Credit (48C)",https://www.reuters.com/business/energy/australias-syrah-expand-us-graphite-plant-after-220-mln-grant-2022-10-20/
10/19/22,Anovion Technologies,Anovion Technologies,Niagara Falls Facility,Original,Sanborn,NY,Minerals,Graphite,Operational,,No Evidence,,,NY26,No Evidence,$0,Battery Materials Processing and Battery Manufacturing Recycling Grants,https://www.businesswire.com/news/home/20221019005842/en/Anovion-Battery-Materials-Selected-to-Receive-117-Million-Grant-under-the-Bipartisan-Infrastructure-Law-for-Battery-Materials-Processing-and-Manufacturing
10/19/22,Applied Materials,Applied Materials,Lynchburg Facility,Original,,VA,Batteries,Anodes,Canceled,,No Evidence,"$112,005,218",45,,No Evidence,"$50,000,000",Battery Materials Processing and Battery Manufacturing Recycling Grants,https://www.energy.gov/sites/default/files/2022-11/DOE%20BIL%20Battery%20FOA-2678%20Selectee%20Fact%20Sheets.pdf
10/19/22,BMW Group,BMW,Battery Assembly Center,Original,Woodruff,SC,Batteries,Packs; Modules,Under Construction,2026,No Evidence,"$700,000,000",300,SC04,No Evidence,$0,None,https://www.press.bmwgroup.com/global/article/detail/T0404837EN/bmw-group-announces-1-7-billion-usd-investment-to-build-electric-vehicles-in-the-u-s-and-signs
10/19/22,BMW Group,BMW,Plant Spartanburg,Expansion 1,Greer,SC,Light-Duty (Class 1-2),Vehicle Assembly,Operational,2022,No Evidence,"$1,000,000,000",,SC04,No Evidence,$0,None,https://www.press.bmwgroup.com/global/article/detail/T0404837EN/bmw-group-announces-1-7-billion-usd-investment-to-build-electric-vehicles-in-the-u-s-and-signs
10/19/22,NOVONIX,NOVONIX,Riverside Recharged,Expansion 1,Chattanooga,TN,Minerals,Graphite,Under Construction,2025,No Evidence,"$877,260,704",690,TN03,No Evidence,"$203,063,889",Battery Materials Processing and Battery Manufacturing Recycling Grants; Qualifying Advanced Energy Project Credit (48C),https://www.novonixgroup.com/novonix-selected-for-us150-million-grant-from-u-s-department-of-energy/
10/19/22,NOVONIX,NOVONIX,Riverside Recharged,Update,Chattanooga,TN,Minerals,Graphite,Planned,2030,No Evidence,,,TN03,No Evidence,"$103,000,000",Battery Materials Processing and Battery Manufacturing Recycling Grants; Qualifying Advanced Energy Project Credit (48C),https://www.novonixgroup.com/novonix-selected-for-us150-million-grant-from-u-s-department-of-energy/
10/19/22,Orbia,Koura,St. Gabriel LiPF6 Manufacturing Facility,Original,St Gabriel,LA,Batteries,Electrolytes and Electrolyte Inputs,Planned,2026,No Evidence,"$203,292,044",40,LA02,No Evidence,"$50,000,000",Battery Materials Processing and Battery Manufacturing Recycling Grants,https://www.energy.gov/sites/default/files/2022-10/DOE%20BIL%20Battery%20FOA-2678%20Selectee%20Fact%20Sheets%20-%201_2.pdf
10/19/22,Talon Metals,Talon Metals,Nickel Battery Minerals Processing Facility,Original,Beulah,ND,Minerals,Nickel,Planned,2027,Good Evidence,"$433,000,000",150,ND,No Evidence,"$114,846,344",Battery Materials Processing and Battery Manufacturing Recycling Grants,https://www.governor.nd.gov/news/burgum-issues-statement-talon-metals-announcing-battery-minerals-processing-facility-nd
10/11/22,Honda Motor Company,Honda,Anna Engine Plant,Original,Anna,OH,Batteries,Battery Enclosures,Under Construction,2025,No Evidence,"$100,000,000",67,OH04,No Evidence,$0,None,https://governor.ohio.gov/media/news-and-media/Governor-DeWine-Announces-Honda-to-Invest-in-Ohio-for-Electric-Vehicle-Production-Including-New-Battery-Plant-with-LG-Energy-Solution-10112022
10/11/22,Honda Motor Company,Honda,East Liberty Auto Plant,Original,East Liberty,OH,Light-Duty (Class 1-2),Vehicle Assembly,Canceled,2025,No Evidence,"$300,000,000",133,OH04,Good Evidence,$0,None,https://governor.ohio.gov/media/news-and-media/Governor-DeWine-Announces-Honda-to-Invest-in-Ohio-for-Electric-Vehicle-Production-Including-New-Battery-Plant-with-LG-Energy-Solution-10112022
10/11/22,Honda Motor Company,Honda,Fayette County EV Battery Plant,Original,Jeffersonville,OH,Batteries,Modules,Under Construction,2025,No Evidence,"$4,400,000,000","2,200",OH15,No Evidence,$0,None,https://www.prnewswire.com/news-releases/lg-energy-solution-and-honda-break-ground-for-new-joint-venture-ev-battery-plant-in-ohio-301758629.html
10/11/22,Honda Motor Company,Honda,Marysville Auto Plant,Original,Marysville,OH,Light-Duty (Class 1-2),Vehicle Assembly,Canceled,2025,No Evidence,"$300,000,000",133,OH04,Good Evidence,$0,None,https://governor.ohio.gov/media/news-and-media/Governor-DeWine-Announces-Honda-to-Invest-in-Ohio-for-Electric-Vehicle-Production-Including-New-Battery-Plant-with-LG-Energy-Solution-10112022
10/3/22,Electrovaya,Electrovaya,Electrovaya US Gigafactory,Original,Jamestown,NY,Batteries,Separators; Cells; Modules; Packs,Operational,2023,No Evidence,"$24,000,000",125,NY23,No Evidence,$0,None,https://electrovaya.com/press/electrovaya-to-establish-lithium-ion-gigafactory-in-new-york-state/
9/30/22,Design Ready Controls,Design Ready Controls,Albert Lea Manufacturing Facility,Original,Albert Lea,MN,EV Charging,Charging Units,Operational,2022,No Evidence,,135,MN01,No Evidence,$0,None,https://www.albertleatribune.com/2022/09/new-manufacturing-facility-opening-in-albert-lea-to-make-electric-vehicle-chargers/
9/29/22,Cirba Solutions,Cirba Solutions,Mesa Facility,Original,Mesa,AZ,Battery Recycling,Recycling,Operational,,No Evidence,,73,AZ04,No Evidence,$0,None,https://tucson.com/news/local/business/ev-battery-recycling-plant-to-open-in-eloy/article_abc7ac6a-3f83-11ed-91bd-eba3cb8e6648.html
9/28/22,Cirba Solutions,Cirba Solutions,Eloy Facility,Original,Eloy,AZ,Battery Recycling,Recycling,Planned,2023,No Evidence,,110,AZ06,No Evidence,$0,None,https://www.cirbasolutions.com/new-lithium-ion-battery-recycling-facility-in-eloy-az-announced/
9/27/22,BorgWarner,BorgWarner,Cadillac Production Plant,Update,Cadillac,MI,Batteries,Battery Pack Components,Operational,2023,No Evidence,,70,MI02,No Evidence,$0,None,https://www.9and10news.com/2022/09/27/borgwarner-cadillac-makes-an-electric-vehicle-part-for-the-first-time/
9/27/22,Daejin Advanced Materials,Daejin Advanced Materials,Cumberland City Plant,Original,Cumberland City,TN,Batteries,Battery Enclosures,Planned,2023,No Evidence,"$10,200,000",83,TN07,No Evidence,$0,None,"https://www.tn.gov/ecd/news/2022/9/27/governor-lee--commissioner-mcwhorter-announce-daejin-advanced-materials-usa-inc--to-establish-operations-in-cumberland-city.html#:~:text=%E2%80%93%20Tennessee%20Gov.,facility%20in%20Cumberland%20City%2C%20Tennessee."
9/24/22,Samsung,Samsung SDI,Auburn Hills Battery Manufacturing Factory #1,Expansion 1,Auburn Hills,MI,Batteries,Modules,Operational,,No Evidence,"$30,000,000",,MI11,No Evidence,$0,None,https://insideevs.com/news/612009/samsung-sdi-expand-battery-pack-production-michigan/
9/23/22,BYD,BYD,Lancaster Factory,Update,Lancaster,CA,Heavy-Duty (Class 7-8),Vehicle Assembly,Operational,,Good Evidence,,-450,CA27,No Evidence,$0,None,https://www.jff.org/idea/jff-helps-supercharge-byd-manufacturing-workforce/
9/23/22,General Motors,General Motors,Toledo Propulsion Systems Factory,Original,Toledo,OH,Parts,EV Drive Units,Canceled,2024,Good Evidence,"$760,000,000","1,520",OH09,Good Evidence,$0,None,https://news.gm.com/newsroom.detail.html/Pages/news/us/en/2022/sep/0923-toledo.html
9/23/22,Guoxuan High Tech,Gotion,Big Rapids Battery Factory,Original,Big Rapids,MI,Batteries,Cathodes; Anodes,Canceled,2024,No Evidence,"$2,360,000,000","2,350",MI02,No Evidence,$0,None,https://www.chicagobusiness.com/manufacturing/details-24-billion-gotion-battery-plant-near-big-rapids
9/22/22,Battle Motors,Battle Motors,New Philadelphia Assembly Facility,Original,New Philadelphia,OH,Heavy-Duty (Class 7-8),Vehicle Assembly,Operational,2022,No Evidence,"$40,000,000",220,OH06,No Evidence,$0,None,https://battlemotors.com/blogs/news/battle-motors-celebrates-job-growth-completion-of-40m-expansion-in-new-philadelphia
9/21/22,Cummins,Cummins-Meritor,Fletcher Manufacturing Facility,Expansion 1,Fletcher,NC,Parts,Electric Axles,Planned,2022,No Evidence,"$17,000,000",40,NC11,No Evidence,$0,None,https://governor.nc.gov/news/press-releases/2022/09/21/cummins-meritor-selects-henderson-county-second-expansion-its-largest-north-american-manufacturing
9/18/22,Tesla,Tesla,Tesla Lithium Refinery,Original,Robstown,TX,Minerals,Lithium,Operational,2024,No Evidence,"$375,000,000",162,TX27,No Evidence,$0,None,https://www.freightwaves.com/news/tesla-proposes-texas-lithium-refinery
9/15/22,Ioneer,Ioneer,Rhyolite Ridge Lithium-Boron Project,Original,Coyote Hole,NV,Minerals,Lithium,Planned,2028,No Evidence,"$392,500,000",142,,No Evidence,,Loan Programs Office (LPO),https://rhyolite-ridge.ioneer.com/permitting/
9/14/22,ABB,ABB E-mobility,Columbia EV Charging Manufacturing Facility,Original,Columbia,SC,EV Charging,Charging Units,Operational,2023,No Evidence,"$4,000,000",100,,No Evidence,$0,None,https://new.abb.com/news/detail/94725/abb-expands-us-manufacturing-footprint-with-investment-in-new-ev-charger-facility
9/13/22,Harbinger Motors,Harbinger Motors,Michigan Manufacturing Plant,Original,,MI,Medium-Duty (Class 3-6),Vehicle Assembly,Planned,2024,No Evidence,,,,No Evidence,$0,None,https://www.detroitnews.com/story/business/autos/2022/09/13/la-auto-startup-forms-joint-venture-electric-powertrain-production/10361592002/
9/6/22,REV Group,ELDorado National,Riverside Manufacturing Facility,Original,Riverside,CA,Heavy-Duty (Class 7-8),Vehicle Assembly,Operational,2023,No Evidence,,,CA39,No Evidence,$0,None,https://www.businesswire.com/news/home/20220906005689/en/ENC-Drives-Forward-With-Its-Next-Generation-Zero-Emission-Buses
9/2/22,Virginia Transformer,Virginia Transformer,Troutville Plant,Original,Troutville,VA,EV Charging,Charging Units,Operational,2022,No Evidence,,30,VA06,No Evidence,$0,None,https://www.tdworld.com/electrification/article/21250058/virginia-transformer-opens-new-ev-charging-production-lines
9/1/22,Piedmont Lithium,Piedmont Lithium,North Etowah Industrial Park Facility,Original,Etowah,TN,Minerals,Lithium,Canceled,2026,No Evidence,"$582,000,000",117,,No Evidence,$0,None,https://www.tn.gov/ecd/news/2022/9/1/governor-lee--commissioner-mcwhorter-announce-piedmont-lithium-inc--to-establish-operations-in-mcminn-county.html
8/31/22,Toyota Motor Company,Toyota,Toyota Battery Manufacturing North Carolina,Expansion 1,Liberty,NC,Batteries,Cells,Operational,2025,No Evidence,"$2,500,000,000",350,NC09,No Evidence,$0,None,https://pressroom.toyota.com/toyota-announces-2-5-billion-expansion-of-north-carolina-plant-with-350-additional-jobs-and-bev-battery-capacity/
8/29/22,Lincoln Electric,Lincoln Electric,Lincoln Cleveland Manufacturing Facility,Original,Cleveland,OH,EV Charging,Charging Units,Operational,2023,No Evidence,,,OH11,No Evidence,$0,None,https://ir.lincolnelectric.com/news-releases/news-release-details/lincoln-electric-launches-dc-fast-charge-electric-vehicle
8/27/22,Dana,Dana,Auburn Hills Facility,Original,Auburn Hills,MI,Parts,Power Electronics,Canceled,2023,Good Evidence,"$54,200,000",200,MI11,No Evidence,$0,None,https://www.areadevelopment.com/newsitems/8-27-2022/dana-thermal-products-auburn-hills-michigan.shtml
8/25/22,Advanced Nano Products,Advanced Nano,Hardin County Manufacturing Facility,Original,Elizabethtown,KY,Batteries,Electrolytes and Electrolyte Inputs,Under Construction,2023,No Evidence,"$49,600,000",93,KY02,No Evidence,$0,None,https://ced.ky.gov/Newsroom/NewsPage/20220825_ANP
8/25/22,Factorial Energy,Factorial Energy,Methuen Facility,Original,Methuen,MA,Batteries,Cells,Operational,2023,No Evidence,"$45,000,000",166,MA03,No Evidence,$0,None,https://www.businesswire.com/news/home/20220825005452/en/Factorial-Energy-to-Open-New-Solid-State-EV-Battery-Development-and-Manufacturing-Facility-in-Methuen-Mass
